rank_ic,date
-0.17251361518773622,2024-10-29
-0.1871280082124785,2024-10-30
-0.061135345890830896,2024-10-31
-0.1983993917177247,2024-11-01
-0.21295215551433924,2024-11-04
0.07108515636901919,2024-11-06
-0.034190110462467116,2024-11-07
0.29408092522796353,2024-11-11
0.3317815495814744,2024-11-12
0.3282271601179721,2024-11-13
0.34983550404131536,2024-11-14
0.18422813709168612,2024-11-15
0.20721433851753354,2024-11-18
0.2633471744382692,2024-11-19
0.2696132484197197,2024-11-20
-0.27274918996041714,2024-11-21
-0.10174555084037046,2024-11-22
-0.12149289897325613,2024-11-25
-0.1514922479248378,2024-11-26
-0.14803559806909855,2024-11-27
-0.1459751060295348,2024-11-28
-0.23060498689562053,2024-12-02
-0.3071844116037748,2024-12-03
-0.2689223829448733,2024-12-04
-0.2933217164167788,2024-12-05
-0.3074730351291187,2024-12-06
-0.22080059621129783,2024-12-09
-0.2385189503244019,2024-12-10
-0.17286607349063743,2024-12-11
-0.1472117575109673,2024-12-12
-0.1458233372264705,2024-12-13
-0.09790771207275817,2024-12-16
-0.14063771810994155,2024-12-17
-0.1300124176072724,2024-12-18
-0.15245401040707776,2024-12-19
-0.15649176378497984,2024-12-20
-0.07265984417349612,2024-12-23
0.01643413760058606,2024-12-24
-0.025264901030070643,2024-12-25
0.025890724710598834,2024-12-26
-0.06514635729040374,2024-12-27
-0.0034596125090712577,2024-12-30
0.05925129350368772,2024-12-31
0.1503273439413593,2025-01-02
0.11356333294914209,2025-01-03
0.05517388757166425,2025-01-06
0.12978925906982713,2025-01-07
0.17524063355033806,2025-01-08
0.16189511442384066,2025-01-10
0.09768787602196347,2025-01-13
0.057796117801617676,2025-01-14
0.05393592596630554,2025-01-15
0.18301250858015178,2025-01-16
-0.13930447456937783,2025-01-17
-0.17588780433215362,2025-01-20
-0.168997128570601,2025-01-21
-0.06200074399147028,2025-01-22
-0.10812756198067314,2025-01-23
-0.036798387193336314,2025-01-24
-0.12242092604586591,2025-02-05
-0.062159340687625665,2025-02-06
-0.010861249200269919,2025-02-07
-0.07528803196076655,2025-02-10
-0.12763906562780755,2025-02-11
-0.09916005719181044,2025-02-12
-0.10086891011980338,2025-02-13
-0.07393930759245962,2025-02-14
-0.02838644793008923,2025-02-17
-0.07402877867569767,2025-02-18
0.05320578345220955,2025-02-19
0.003670863120320835,2025-02-20
0.12248603927650137,2025-02-21
0.19552244999516016,2025-02-24
0.2679385837837495,2025-02-25
0.28787550787121513,2025-02-26
0.2851941847166162,2025-02-27
0.21949619429431322,2025-02-28
0.22769670789719054,2025-03-03
0.23434147139249262,2025-03-04
0.21868061763628396,2025-03-05
0.19188623242172312,2025-03-06
0.12779813003465143,2025-03-07
0.25899871542983544,2025-03-10
0.3150313378463649,2025-03-11
0.2966457557248394,2025-03-12
0.24061865539904428,2025-03-13
0.23061374799467832,2025-03-14
0.19958918446139154,2025-03-17
0.19918721845504275,2025-03-18
0.17341931692621776,2025-03-19
0.2208646427025034,2025-03-20
0.1979891757632848,2025-03-21
0.11869129551565384,2025-03-24
0.11209552635908585,2025-03-25
0.17661189959527623,2025-03-26
0.10664369446853765,2025-03-27
0.16616106931689928,2025-03-28
0.18114453524675003,2025-03-31
0.08360978990045456,2025-04-01
0.017601909663893904,2025-04-02
-0.07476409567300338,2025-04-03
0.011035537500660025,2025-04-07
0.05706909236184665,2025-04-08
0.04454645806416521,2025-04-09
