,lightgbm_clf_baseline,lightgbm_reg_baseline,lightgbm_ranker
2025-09-08,0.09918338778055459,0.012087976267335104,-0.15798839303516418
2025-09-09,0.11512035425778215,0.01874887953768391,-0.15565131063461507
2025-09-10,0.08852328939046622,-0.0001279313565446052,-0.14191502337177114
2025-09-11,-0.024869993666455335,-0.011263019465179549,0.0014990589079276644
2025-09-12,-0.022964043879261334,0.05184022163590757,-0.00039788850105629877
2025-09-15,0.005317128292823464,0.010766765259751577,-0.035932411101272536
2025-09-16,-0.06750951303292593,-0.0015740439667404915,0.005441575077843342
2025-09-17,-0.10454230866353775,0.01656930621352526,0.02417855696183746
2025-09-18,-0.07046718141586054,-0.02927288908212229,-0.022493588380134998
2025-09-19,0.04790817947859011,-0.10076477196282643,-0.09791184227042354
2025-09-22,-0.0028454620681356516,0.02486584626047291,-0.02807228922332307
2025-09-23,0.11535405539308378,-0.025000081524758647,-0.12076554190343784
2025-09-24,0.009163713323036124,0.021494009318886655,-0.03493986305095452
2025-09-25,-0.0777114910270612,0.09041547098598914,0.030764352944454298
2025-09-26,-0.05568399144180134,0.05769445572558525,-0.02393188982059053
2025-09-29,-0.14148004265479458,0.14582238584421117,0.10174308932763594
2025-09-30,-0.17529262342279145,0.17274821596824272,0.1185155798315317
2025-10-09,-0.17144411173367918,0.1645999331963478,0.09364897871383994
2025-10-10,-0.04279616526698992,0.08680473979711995,0.07389313514418584
2025-10-13,-0.09196719457040269,0.14521460637670633,0.12798250291415375
2025-10-14,-0.02260840650917015,0.11353641909065815,0.0441630512135336
2025-10-15,-0.11917493318596654,0.15106022805498254,0.08923932631856218
2025-10-16,-0.04394232505140595,0.05094678696329987,0.027206215326507972
2025-10-17,-0.00954668580368426,0.035306498332803915,0.006348962297470334
2025-10-20,-0.024699335075016673,0.05421707593743909,0.03660003176332619
2025-10-21,-0.11653792776290771,0.14167101492679193,0.1069330726526724
2025-10-22,-0.11365501541430699,0.0954651818197194,0.069385128936603
2025-10-23,-0.10145823268385996,0.08881955116693808,0.07032400146111867
2025-10-24,0.2750470948719168,0.2181877135192599,0.2275960029968055
2025-10-27,0.2919230385925764,0.2505667350132015,0.24734433822786367
2025-10-28,0.20416206203911397,0.20611325992673252,0.28032275871176754
2025-10-29,0.22046240296864236,0.2032363027826473,0.250218676578813
2025-10-30,0.26683460839418555,0.17090155364108875,0.2641782775069984
2025-10-31,0.16762755342547137,0.07416219977872138,0.12820190552265565
2025-11-03,0.11619688087233711,0.0247367078144712,0.08894612084930312
2025-11-04,0.1509069934415324,0.018358883169903223,0.12274025880890593
2025-11-05,0.14538619329187094,0.016003613961028368,0.10403939198682914
2025-11-06,0.18824658338748018,0.05527321911213847,0.1837784539091217
2025-11-07,0.19477942806745724,0.053587531918483304,0.1970360259423259
2025-11-10,0.04251741499347449,-0.02568826945661982,0.05949954713944568
2025-11-11,0.022161008875925276,-0.028328411194174768,0.05786870022299459
2025-11-12,0.0041846137884158615,-0.0003860386645122619,0.010486785487899134
2025-11-13,0.07429603528626856,0.04435759677477434,0.10071717437696709
2025-11-14,0.02998151238918528,0.013087312648205368,0.1017083552184879
2025-11-17,0.064134405183123,0.029784804903351607,0.0851348233907474
2025-11-18,0.11502038704780766,0.019448840094187875,0.1149546697192769
2025-11-19,0.02050163249113921,-0.020532629697437344,0.054078072583740984
2025-11-20,0.010186127552532264,0.03407734791465654,0.07747608474095738
2025-11-21,-0.07843858363118278,0.013023020825690686,0.06070707805113385
2025-11-24,-0.12328166137316858,-0.08293460198905207,0.015034446354818109
2025-11-25,-0.1167775972091926,-0.07856888760330245,0.007281332777384656
2025-11-26,-0.08034442966014513,-0.07830076012737712,-0.012837053128281052
2025-11-27,-0.09547213557101739,-0.06205055945770697,-0.06554152226891835
2025-11-28,-0.07091979818408918,-0.05325353343676544,-0.05819744830748312
2025-12-01,-0.05277718291475278,-0.08634112266587604,-0.04718749532297995
2025-12-02,-0.05756109725925164,-0.062447018272052325,-0.008437208728063363
2025-12-03,-0.0018196467182204053,-0.10412538966479948,-0.045267393381091946
2025-12-04,-0.024176496018136328,-0.12773670259357486,-0.05632310008511735
2025-12-05,-0.04770190023806017,-0.12561940778465544,-0.08852012158804472
2025-12-08,-0.0878474517698628,-0.15433306020989454,-0.08951865438761092
2025-12-09,0.0036302211005029904,-0.02897036536337996,0.009638246020600564
2025-12-10,0.022898814872808544,-0.052910952186608115,0.018716696143644965
2025-12-11,0.015547527563339264,-0.001969172317620244,0.07646604829490078
2025-12-12,-0.01810627264998583,-0.04932513973518392,0.04631524954292765
2025-12-15,-0.07231401924265597,-0.014412191595889195,0.045890210201038575
2025-12-16,-0.10198435412949053,-0.052421271195364265,-0.05681073234515968
2025-12-17,-0.07412210148065539,-0.021635915031301002,-0.0424034768640076
2025-12-18,-0.15280788362294023,-0.05967592609272328,-0.07706648585492974
2025-12-19,-0.0718851960862488,-0.11517459083152957,-0.1157673783024114
2025-12-22,-0.027940289059286114,-0.08310956172494827,-0.06837181477894172
2025-12-23,-0.0681142348232849,-0.04285353630038584,-0.08068755237449374
2025-12-24,-0.02689257356539686,-0.004553798681868921,-0.029609485991083692
2025-12-25,-0.03726588654449691,-0.009467081101019265,-0.03737340277606466
2025-12-26,-0.03356475957582168,-0.014172720946565793,-0.03794136435601328
2025-12-29,-0.019073818143027006,-0.0021143080853319855,-0.024631890521430864
2025-12-30,0.007905100319607564,-0.011114299181669625,0.0280162334613861
2025-12-31,-0.044238696440400065,-0.008265776115529162,-0.058244944872468805
2026-01-05,0.03431319645540733,0.0785512817867661,0.05673903264544256
2026-01-06,0.03685960040784152,0.09333679837020148,0.051315892098592164
2026-01-07,0.022919150060169594,0.07552358200527254,0.07728977680650938
2026-01-08,0.07250756793972161,0.0491216364565817,0.10685150564861058
2026-01-09,0.03525987943093159,-0.02149369316994844,0.083330470491001
2026-01-12,-0.030791104629134054,-0.08004017493267955,-0.0056546868914679254
