model_id,fold,feature,importance,importance_pct
lightgbm_clf_baseline,3,VSTD_60,1775.6665887832642,3.249550284756665
lightgbm_clf_baseline,3,MAX_RATIO_120,1717.4434003829956,3.142999212815182
lightgbm_clf_baseline,3,VSTD_20,1576.6359720230103,2.8853152411656517
lightgbm_clf_baseline,3,MOM_ACC_60_120,1440.3526391983032,2.635910569260678
lightgbm_clf_baseline,4,AMIHUD_20,14737.58855009079,16.578806143472153
lightgbm_clf_baseline,4,STD250,5748.495140075684,6.4666743965666935
lightgbm_clf_baseline,4,ROC120,4893.4352922439575,5.5047889829464545
lightgbm_clf_baseline,4,LOG_CIRC_MV,4838.4067029953,5.44288548289952
lightgbm_clf_baseline,4,MIN_RATIO_120,4431.428260803223,4.985061825064182
lightgbm_clf_baseline,4,AMIHUD_20_LN,3378.7058753967285,3.8008192136472467
lightgbm_clf_baseline,4,ROC250,3113.238760471344,3.5021863795946446
lightgbm_clf_baseline,4,VSTD_60,2792.5606660842896,3.1414448686458747
lightgbm_clf_baseline,4,ROC_STD_250,2779.981086730957,3.1272936792055885
lightgbm_clf_baseline,4,TURNOVER_STD_20,2444.578493118286,2.7499880867321185
lightgbm_clf_baseline,5,STD250,6584.341076850891,16.010431836199082
lightgbm_clf_baseline,5,AMIHUD_20,6154.157443523407,14.964400705969084
lightgbm_clf_baseline,5,AMIHUD_20_LN,1966.5440311431885,4.781832957317074
lightgbm_clf_baseline,5,MIN_RATIO_120,1842.2471537590027,4.479593650515597
lightgbm_clf_baseline,5,MIN_RATIO_250,1541.3868817090988,3.748024185681754
lightgbm_clf_baseline,5,LOG_CIRC_MV,1530.1868915557861,3.720790377951752
lightgbm_clf_baseline,5,ATR_RATIO_20,1308.116205215454,3.1808050483688093
lightgbm_clf_baseline,5,STD120,1263.505705356598,3.0723305087250368
lightgbm_clf_baseline,5,ATR_RATIO_60,1071.8887958526611,2.606396342729009
lightgbm_clf_baseline,5,MOM_ACC_60_120,1063.7462844848633,2.5865970763015844
lightgbm_clf_baseline,6,STD250,8591.13709449768,14.475164569025075
lightgbm_clf_baseline,6,AMIHUD_20,6876.182116985321,11.585645375592678
lightgbm_clf_baseline,6,LOG_CIRC_MV,3524.939428806305,5.9391530791070295
lightgbm_clf_baseline,6,MIN_RATIO_250,3174.770222902298,5.349154709076165
lightgbm_clf_baseline,6,MIN_RATIO_120,3159.715775489807,5.323789544791787
lightgbm_clf_baseline,6,ATR_RATIO_60,2318.2615206241608,3.906027415924402
lightgbm_clf_baseline,6,STD60,2040.796706199646,3.438528316942361
lightgbm_clf_baseline,6,AMIHUD_20_LN,1915.492699623108,3.227404213531736
lightgbm_clf_baseline,6,STD120,1854.4215803146362,3.124505785456263
lightgbm_clf_baseline,6,TURNOVER_STD_20,1757.916009902954,2.9619040252735016
lightgbm_clf_baseline,7,STD250,8186.086410999298,10.945957475042114
lightgbm_clf_baseline,7,AMIHUD_20,7482.163555145264,10.004712873038471
lightgbm_clf_baseline,7,LOG_CIRC_MV,5640.414367675781,7.54203323913593
lightgbm_clf_baseline,7,MIN_RATIO_250,4598.311320304871,6.148593801970091
lightgbm_clf_baseline,7,MIN_RATIO_120,4257.306225299835,5.692621670563997
lightgbm_clf_baseline,7,ATR_RATIO_60,3419.34418964386,4.572147692221232
lightgbm_clf_baseline,7,ATR_RATIO_20,2886.4052963256836,3.859532876035258
lightgbm_clf_baseline,7,VSTD_60,2638.3412923812866,3.5278361528470423
lightgbm_clf_baseline,7,MOM_ACC_60_120,2148.7585458755493,2.8731946483833797
lightgbm_clf_baseline,7,STD60,2058.305555343628,2.7522461831286704
lightgbm_clf_baseline,8,AMIHUD_20,4401.21151638031,9.059682380323492
lightgbm_clf_baseline,8,STD250,4314.37992811203,8.880943729076703
lightgbm_clf_baseline,8,ATR_RATIO_60,4278.445395946503,8.806974221659587
lightgbm_clf_baseline,8,LOG_CIRC_MV,3421.1855392456055,7.042346007313014
lightgbm_clf_baseline,8,MIN_RATIO_250,2946.981188774109,6.066219142550868
lightgbm_clf_baseline,8,ATR_RATIO_20,2216.06542301178,4.5616641671918
lightgbm_clf_baseline,8,STD120,2037.5960879325867,4.194293618326476
lightgbm_clf_baseline,8,ROC_STD_250,1712.7555203437805,3.525624922071914
lightgbm_clf_baseline,8,MIN_RATIO_120,1677.1866426467896,3.4524080968045996
lightgbm_clf_baseline,8,MAX_RATIO_120,1537.6600561141968,3.165199324199274
lightgbm_clf_baseline,9,STD250,966.7177047729492,26.658512102796823
lightgbm_clf_baseline,9,LOG_CIRC_MV,473.74960136413574,13.064268316702893
lightgbm_clf_baseline,9,MA_RATIO_250,356.42079734802246,9.828772239174393
lightgbm_clf_baseline,9,ROC_STD_250,323.42530059814453,8.918878021760628
lightgbm_clf_baseline,9,AMIHUD_20,289.554105758667,7.984835277838319
lightgbm_clf_baseline,9,STD30,153.29829788208008,4.227402176716541
lightgbm_clf_baseline,9,WVMA_20,153.13099670410156,4.222788626705062
lightgbm_clf_baseline,9,TURNOVER_STD_20,141.59450149536133,3.9046545989246435
lightgbm_clf_baseline,9,MIN_RATIO_120,141.04290008544922,3.8894434645992253
lightgbm_clf_baseline,9,MAX_RATIO_120,93.96510124206543,2.591211246400485
lightgbm_clf_baseline,10,STD250,854.6639709472656,25.236123866418275
lightgbm_clf_baseline,10,LOG_CIRC_MV,403.0443058013916,11.900906520705634
lightgbm_clf_baseline,10,TURNOVER_STD_20,251.52782344818115,7.42699765541017
lightgbm_clf_baseline,10,WVMA_20,204.63020706176758,6.0422264512893795
lightgbm_clf_baseline,10,ROC250,195.7619972229004,5.780370038038457
lightgbm_clf_baseline,10,AMIHUD_20,187.62224006652832,5.540023039892393
lightgbm_clf_baseline,10,ROC_STD_250,176.752703666687,5.219072378250588
