,classification_rankic,regression_rankic,lambdarank_rankic,reg_minus_clf,rank_minus_clf
2024-09-18,-0.137281719859194,0.07755148784204476,-0.1168481873606023,0.21483320770123876,0.020433532498591686
2024-09-19,-0.11187925399982275,0.1067546745512847,-0.10218755884270134,0.21863392855110747,0.009691695157121413
2024-09-20,-0.10893800334570941,0.11213324264171722,-0.09850301643653074,0.2210712459874266,0.01043498690917867
2024-09-23,-0.07741869659157972,0.1497202903982565,-0.06498653955212856,0.2271389869898362,0.012432157039451164
2024-09-24,-0.08464971439038185,0.14786830141408472,-0.0869671626996952,0.23251801580446657,-0.0023174483093133524
2024-09-25,-0.10460380325132629,0.15125257976612072,-0.10206238911027868,0.255856383017447,0.00254141414104761
2024-09-26,-0.08508021015513664,0.14678717393670818,-0.1005052717267975,0.23186738409184482,-0.015425061571660861
2024-09-27,0.07667709825733833,0.18488556865331568,0.0221438936214507,0.10820847039597735,-0.05453320463588763
2024-09-30,0.04324292541752444,0.11554636113506013,0.03810589130286094,0.0723034357175357,-0.0051370341146635
2024-10-08,0.012623727930486007,0.11596196920672318,0.041669719804995786,0.10333824127623717,0.029045991874509777
2024-10-09,0.085886306010315,0.1900579535688961,0.0924045520373273,0.1041716475585811,0.0065182460270123005
2024-10-10,-0.050504710480829114,0.1389336049147624,-0.005918253892826673,0.1894383153955915,0.04458645658800244
2024-10-11,-0.03335534288064651,0.18709796439567716,-0.002648526847192162,0.22045330727632367,0.03070681603345435
2024-10-14,-0.0920814096458796,0.1581628913843679,-0.02247436811046936,0.25024430103024753,0.06960704153541024
2024-10-15,-0.12194505811149256,0.12293052543054027,-0.027024629545206617,0.24487558354203282,0.09492042856628594
2024-10-16,-0.1262973129675615,0.1155604333238562,-0.042194367953085,0.2418577462914177,0.08410294501447649
2024-10-17,-0.10565135008229871,0.13810991268618386,-0.029951680957964685,0.2437612627684826,0.07569966912433403
2024-10-18,0.005004936570713282,0.18102139119088267,0.1327760760040806,0.1760164546201694,0.12777113943336732
2024-10-21,0.051037471884452366,0.16134177320617998,0.1502026509507824,0.11030430132172761,0.09916517906633002
2024-10-22,0.04238274119741951,0.17977663447462108,0.1639131290134671,0.13739389327720158,0.1215303878160476
2024-10-23,0.025874293320713563,0.190250064385245,0.15853366444721256,0.16437577106453144,0.132659371126499
2024-10-24,0.005277493242288618,0.15539303794337353,0.12786915614025976,0.1501155447010849,0.12259166289797115
2024-10-25,0.08536341594420353,0.1719614838258906,0.2016782833995751,0.08659806788168707,0.11631486745537158
2024-10-28,0.12137394540199249,0.2079686484563159,0.19858608169102668,0.08659470305432342,0.07721213628903419
2024-10-29,0.12557235511527282,0.045131207086486366,0.08174933537879285,-0.08044114802878645,-0.043823019736479965
2024-10-30,0.1058220470483644,0.09273646919502779,0.11473510559042638,-0.01308557785333661,0.00891305854206198
2024-10-31,0.1872371139123134,0.14434533587519596,0.1460473869773361,-0.04289177803711744,-0.0411897269349773
2024-11-01,0.07887290902693886,0.09544045051977108,0.12144495207677668,0.016567541492832225,0.04257204304983782
2024-11-04,0.02359917575499396,0.0866972298265417,0.10958481212392723,0.06309805407154774,0.08598563636893328
2024-11-05,0.17869148255082865,0.1599653055591469,0.133213142939686,-0.018726176991681748,-0.04547833961114264
2024-11-06,0.24437111920018795,0.16780437641983562,0.11225361739897946,-0.07656674278035233,-0.1321175018012085
2024-11-07,0.2317833077702286,0.1672346453668611,0.1201012455922615,-0.06454866240336748,-0.1116820621779671
2024-11-08,0.2052845405392597,0.16977344275772943,0.1305895699576412,-0.035511097781530276,-0.0746949705816185
2024-11-11,0.23782004349805264,0.19047577605044222,0.13546346198421075,-0.047344267447610416,-0.10235658151384189
2024-11-12,0.23900769739857783,0.20133429968904556,0.17614074247999048,-0.037673397709532264,-0.06286695491858735
2024-11-13,0.26344859589244,0.2163582081719402,0.21381650591408508,-0.04709038772049981,-0.04963208997835494
2024-11-14,0.18706818828748878,0.22739939120959327,0.21926341825314488,0.04033120292210449,0.0321952299656561
2024-11-15,0.1679037370078376,0.3128868598080767,0.1625398561113429,0.1449831228002391,-0.005363880896494699
2024-11-18,0.18480534717705338,0.33968837918981554,0.2049174963645875,0.15488303201276216,0.020112149187534123
2024-11-19,0.22209092785534093,0.22948354425178166,0.2125914237979654,0.007392616396440732,-0.00949950405737554
2024-11-20,0.23629461541567415,0.2114861373757113,0.23244387622889184,-0.02480847803996286,-0.0038507391867823038
2024-11-21,0.24276431867628878,0.24285462518384515,0.20751098511476165,9.030650755637026e-05,-0.03525333356152713
2024-11-22,0.17492394247040224,0.2053370906199212,0.1914382554488896,0.030413148149518954,0.01651431297848735
2024-11-25,0.2030400281517852,0.2095052691007296,0.19704833247426132,0.006465240948944406,-0.005991695677523889
2024-11-26,0.20004110777343972,0.1544459809808626,0.17438585932849912,-0.04559512679257713,-0.025655248444940604
2024-11-27,0.2352449793448466,0.12247877674161434,0.2021143943102929,-0.11276620260323225,-0.03313058503455368
2024-11-28,0.20125744829376502,0.12190803070710242,0.16674390063434294,-0.0793494175866626,-0.03451354765942208
2024-11-29,0.21202217028832362,0.13917813480695748,0.2250926068557238,-0.07284403548136614,0.013070436567400173
2024-12-02,0.2631936136131433,0.14340275503828753,0.254407463500589,-0.11979085857485577,-0.008786150112554292
2024-12-03,0.323612204787565,0.16224181460663667,0.28052940996075115,-0.16137039018092836,-0.043082794826813875
2024-12-04,0.2335333946904492,0.19645475226111847,0.30931913035441705,-0.03707864242933073,0.07578573566396785
2024-12-05,0.23327175296886984,0.1575925155321874,0.30100625221791283,-0.07567923743668245,0.06773449924904298
2024-12-06,0.32279215462267585,0.18068863244522182,0.29228534078765017,-0.14210352217745403,-0.03050681383502568
2024-12-09,0.27874120129173285,0.18028105499397087,0.2878566934108138,-0.09846014629776198,0.00911549211908097
2024-12-10,0.26008828431973163,0.1570598897330326,0.25250395523177543,-0.10302839458669905,-0.007584329087956199
2024-12-11,0.2169616851231886,0.15104121338701612,0.18846031670245822,-0.06592047173617249,-0.028501368420730394
2024-12-12,0.23056008513179463,0.16619417862705943,0.20745506699418184,-0.0643659065047352,-0.023105018137612787
2024-12-13,0.22089454828403154,0.10806707479216962,0.17240030299449913,-0.11282747349186192,-0.04849424528953242
2024-12-16,0.15953984361202386,0.04418133434918578,0.11980385314123575,-0.11535850926283808,-0.039735990470788116
2024-12-17,0.19956416944537408,0.08001138730628098,0.1457769991305906,-0.11955278213909311,-0.05378717031478347
2024-12-18,0.1757339358438681,0.10811104218386654,0.1202543148744532,-0.06762289366000156,-0.05547962096941489
2024-12-19,0.11291837400460158,0.1094989544871198,0.10922892310980369,-0.0034194195174817865,-0.0036894508947978993
2024-12-20,0.09718577387636065,0.08419935934021376,0.057811485181545795,-0.012986414536146892,-0.03937428869481486
2024-12-23,0.07274925431886822,0.06152513911371704,0.07512304022291225,-0.01122411520515118,0.0023737859040440235
2024-12-24,0.08874300531150266,0.08368740936992726,0.0810284368259249,-0.005055595941575397,-0.0077145684855777635
2024-12-25,0.09963130019162825,0.11032179467147947,0.09418178851983876,0.010690494479851223,-0.005449511671789489
2024-12-26,0.10931915655833761,0.09765567927338753,0.16335916496116826,-0.011663477284950083,0.054040008402830644
2024-12-27,0.2025374741099475,0.062146378328310076,0.17312793231943366,-0.14039109578163741,-0.029409541790513832
2024-12-30,0.13335601556711257,0.03452072750703415,0.11015223631198276,-0.09883528806007842,-0.023203779255129814
2024-12-31,-0.03576498379602139,-0.08421149677410142,-0.07373855125901477,-0.04844651297808003,-0.03797356746299338
2025-01-02,-0.15012350708232353,-0.17393022113345866,-0.1745579726636116,-0.02380671405113513,-0.024434465581288062
2025-01-03,-0.22980241895929013,-0.17607622460536473,-0.19073971257253491,0.053726194353925394,0.039062706386755214
2025-01-06,-0.1898137115293703,-0.13038748654030918,-0.1254328401403114,0.05942622498906111,0.0643808713890589
2025-01-07,-0.1873719491564436,-0.1587654616897774,-0.12956736035249022,0.02860648746666619,0.057804588803953366
2025-01-08,-0.1451036089535875,-0.21580247541446632,-0.17988285291312467,-0.0706988664608788,-0.03477924395953716
2025-01-09,-0.14940811689844052,-0.2358016332753417,-0.13628206857285624,-0.08639351637690118,0.013126048325584283
2025-01-10,-0.2176955829988762,-0.2429180249986809,-0.1906331722123123,-0.025222441999804696,0.027062410786563906
2025-01-13,-0.14001936055809808,-0.1668819516077502,-0.07652769342086731,-0.026862591049652135,0.06349166713723077
